Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
03/28/2024,94.67,94.67,94.6675,94.6675,0,0.00%,11027,0
03/27/2024,94.67,94.6725,94.6675,94.6675,-0.0025,0.00%,44795,234246
03/26/2024,94.67,94.6725,94.67,94.67,0,0.00%,4943,234629
03/25/2024,94.67,94.6725,94.67,94.67,-0.0025,0.00%,8239,236932
03/22/2024,94.67,94.6725,94.67,94.6725,0.0025,0.00%,312,242743
03/21/2024,94.67,94.6725,94.67,94.67,0,0.00%,1242,242834
03/20/2024,94.6725,94.6725,94.67,94.67,0,0.00%,23310,242712
03/19/2024,94.67,94.6725,94.67,94.67,0,0.00%,21114,241663
03/18/2024,94.6725,94.6725,94.67,94.67,0,0.00%,3376,235226
03/15/2024,94.67,94.6725,94.67,94.67,0,0.00%,26897,234680
03/14/2024,94.6725,94.6725,94.67,94.67,0,0.00%,8715,239777
03/13/2024,94.6725,94.6725,94.67,94.67,0,0.00%,21863,239881
03/12/2024,94.6725,94.6725,94.67,94.67,-0.0025,0.00%,9234,233293
03/11/2024,94.675,94.675,94.67,94.6725,-0.0025,0.00%,37242,229938
03/08/2024,94.675,94.675,94.6725,94.675,0.0025,0.00%,10484,217208
03/07/2024,94.675,94.675,94.6725,94.6725,-0.0025,0.00%,11608,214452
03/06/2024,94.675,94.6775,94.6725,94.675,0.0025,0.00%,59307,210411
03/05/2024,94.675,94.675,94.6725,94.6725,0,0.00%,2120,210778
03/04/2024,94.675,94.675,94.6725,94.6725,0,0.00%,12932,210397
03/01/2024,94.675,94.6775,94.6725,94.6725,-0.0025,0.00%,53289,216518
02/29/2024,94.6725,94.675,94.6725,94.675,0,0.00%,30385,202811
02/28/2024,94.6725,94.675,94.6725,94.675,0.0025,0.00%,23508,193515
02/27/2024,94.6725,94.675,94.67,94.6725,0,0.00%,30835,190001
02/26/2024,94.6725,94.675,94.67,94.6725,-0.0025,0.00%,43208,180693
02/23/2024,94.675,94.68,94.67,94.675,0,0.00%,22166,184819
02/22/2024,94.675,94.68,94.675,94.675,-0.005,-0.01%,29188,176363
02/21/2024,94.68,94.685,94.675,94.68,0,0.00%,20417,174632
02/20/2024,94.685,94.685,94.68,94.68,-0.005,-0.01%,30010,171703
02/16/2024,94.685,94.685,94.68,94.685,0,0.00%,22441,158031
02/15/2024,94.685,94.69,94.685,94.685,0,0.00%,32509,160315
02/14/2024,94.68,94.69,94.68,94.685,0,0.00%,51271,163548
02/13/2024,94.695,94.695,94.68,94.685,-0.01,-0.01%,28171,154443
02/12/2024,94.695,94.695,94.69,94.695,0,0.00%,9219,153357
02/09/2024,94.695,94.7,94.69,94.695,-0.005,-0.01%,17725,150102
02/08/2024,94.695,94.7,94.69,94.7,0,0.00%,28480,149278
02/07/2024,94.7,94.71,94.695,94.7,0,0.00%,21869,138319
02/06/2024,94.695,94.705,94.69,94.7,0.005,+0.01%,36998,135103
02/05/2024,94.7,94.7,94.69,94.695,-0.005,-0.01%,20302,130131
02/02/2024,94.72,94.72,94.695,94.7,-0.015,-0.02%,38562,125843
02/01/2024,94.715,94.735,94.71,94.715,-0.01,-0.01%,42930,119641
01/31/2024,94.715,94.755,94.71,94.725,0.015,+0.02%,95562,117365
01/30/2024,94.72,94.72,94.71,94.71,-0.005,-0.01%,28540,115076
01/29/2024,94.725,94.725,94.715,94.715,-0.005,-0.01%,18915,116920
01/26/2024,94.72,94.725,94.715,94.72,0,0.00%,51662,120923
01/25/2024,94.71,94.725,94.71,94.72,0.01,+0.01%,22361,113244
01/24/2024,94.715,94.725,94.705,94.71,-0.005,-0.01%,14127,108671
01/23/2024,94.71,94.72,94.71,94.715,0.005,+0.01%,10956,108332
01/22/2024,94.715,94.72,94.71,94.71,-0.005,-0.01%,25634,110156
01/19/2024,94.72,94.73,94.71,94.715,-0.01,-0.01%,15220,111817
01/18/2024,94.73,94.735,94.72,94.725,0,0.00%,13718,112885
01/17/2024,94.735,94.735,94.715,94.725,-0.01,-0.01%,29596,115103
01/16/2024,94.75,94.75,94.73,94.735,-0.02,-0.02%,47817,109904
01/12/2024,94.745,94.765,94.74,94.755,0.01,+0.01%,19667,105464
01/11/2024,94.74,94.75,94.725,94.745,0.01,+0.01%,29677,103683
01/10/2024,94.74,94.745,94.735,94.735,-0.005,-0.01%,7075,106197
01/09/2024,94.73,94.74,94.725,94.74,0,0.00%,21702,107345
01/08/2024,94.75,94.75,94.735,94.74,-0.005,-0.01%,37328,102505
01/05/2024,94.74,94.76,94.72,94.745,0.005,+0.01%,25915,95007
01/04/2024,94.75,94.76,94.74,94.74,-0.015,-0.02%,34704,95883
01/03/2024,94.765,94.765,94.75,94.755,-0.01,-0.01%,20953,89507
01/02/2024,94.79,94.79,94.765,94.765,-0.025,-0.03%,20812,86331
12/29/2023,94.79,94.795,94.78,94.79,0,0.00%,10072,79346
12/28/2023,94.795,94.795,94.785,94.79,-0.005,-0.01%,6331,79222
12/27/2023,94.78,94.8,94.775,94.795,0.01,+0.01%,6309,80708
12/26/2023,94.79,94.79,94.77,94.785,0,0.00%,5132,80484
12/22/2023,94.775,94.795,94.775,94.785,0.01,+0.01%,9320,81158
12/21/2023,94.78,94.785,94.765,94.775,0.01,+0.01%,18811,82317
12/20/2023,94.76,94.78,94.76,94.765,0.01,+0.01%,17769,85131
12/19/2023,94.755,94.765,94.75,94.755,0.005,+0.01%,14224,85131
12/18/2023,94.755,94.765,94.75,94.75,-0.005,-0.01%,4606,81461
12/15/2023,94.77,94.775,94.745,94.755,-0.02,-0.02%,16281,81924
12/14/2023,94.775,94.805,94.77,94.775,0.02,+0.02%,16556,79846
12/13/2023,94.71,94.78,94.71,94.755,0.045,+0.05%,26206,78758
12/12/2023,94.72,94.735,94.71,94.71,-0.005,-0.01%,9832,73354
12/11/2023,94.715,94.72,94.71,94.715,0,0.00%,7405,71505
12/08/2023,94.755,94.755,94.715,94.715,-0.045,-0.05%,11910,70818
12/07/2023,94.755,94.765,94.745,94.76,0.005,+0.01%,11984,70490
12/06/2023,94.755,94.755,94.745,94.755,0,0.00%,14099,70426
12/05/2023,94.75,94.77,94.745,94.755,0.01,+0.01%,14319,71774
12/04/2023,94.76,94.76,94.74,94.745,-0.015,-0.02%,16959,70307
12/01/2023,94.725,94.77,94.72,94.76,0.05,+0.05%,41238,68179
11/30/2023,94.715,94.725,94.7,94.71,-0.01,-0.01%,19463,62606
11/29/2023,94.7,94.73,94.695,94.72,0.03,+0.03%,19183,65664
11/28/2023,94.665,94.695,94.66,94.69,0.03,+0.03%,20958,62041
11/27/2023,94.65,94.67,94.65,94.66,0.005,+0.01%,19569,60049
11/24/2023,94.665,94.67,94.655,94.655,-0.015,-0.02%,5456,57445
11/22/2023,94.685,94.69,94.66,94.67,-0.015,-0.02%,17987,55296
11/21/2023,94.685,94.69,94.68,94.685,0,0.00%,7783,51629
