Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
08/16/2024,94.985,95.01,94.97,94.985,0,0.00%,76959,0
08/15/2024,95.015,95.03,94.975,94.985,-0.03,-0.03%,144748,459322
08/14/2024,95.06,95.075,95.005,95.015,-0.045,-0.05%,137075,445468
08/13/2024,95.045,95.07,95.045,95.06,0.005,+0.01%,71368,438692
08/12/2024,95.045,95.06,95.04,95.055,0,0.00%,65018,439517
08/09/2024,95.075,95.075,95.045,95.055,-0.015,-0.02%,38230,437088
08/08/2024,95.12,95.145,95.065,95.07,-0.04,-0.04%,89310,438999
08/07/2024,95.12,95.13,95.085,95.11,0,0.00%,92868,443080
08/06/2024,95.17,95.18,95.085,95.11,-0.06,-0.06%,142594,447107
08/05/2024,95.12,95.325,95.115,95.17,0.035,+0.04%,322684,450802
08/02/2024,95.005,95.17,94.995,95.135,0.145,+0.15%,395330,445641
08/01/2024,94.96,95.02,94.95,94.99,0.04,+0.04%,341843,404128
07/31/2024,94.955,94.975,94.93,94.95,-0.005,-0.01%,174879,423650
07/30/2024,94.95,94.965,94.945,94.955,0.005,+0.01%,54902,420658
07/29/2024,94.955,94.965,94.945,94.95,0,0.00%,49851,412440
07/26/2024,94.95,94.955,94.94,94.95,0,0.00%,70297,410256
07/25/2024,94.945,94.985,94.945,94.95,0.005,+0.01%,160760,393196
07/24/2024,94.915,94.95,94.915,94.945,0.025,+0.03%,167980,390557
07/23/2024,94.915,94.92,94.91,94.92,0.01,+0.01%,27900,347099
07/22/2024,94.925,94.925,94.91,94.91,-0.015,-0.02%,22142,338730
07/19/2024,94.925,94.935,94.92,94.925,0,0.00%,47546,338187
07/18/2024,94.925,94.935,94.92,94.925,-0.005,-0.01%,48260,352177
07/17/2024,94.94,94.94,94.92,94.93,-0.01,-0.01%,112877,345751
07/16/2024,94.95,94.955,94.93,94.94,0,0.00%,71069,338184
07/15/2024,94.925,94.99,94.9,94.94,0.015,+0.02%,198052,325105
07/12/2024,94.925,94.93,94.91,94.925,0.005,+0.01%,182941,321225
07/11/2024,94.865,94.94,94.845,94.92,0.055,+0.06%,259478,293466
