"Symbol: ZQK20",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2017-05-31,98.23,98.23,98.23,98.23,0,,
2017-06-01,98.225,98.225,98.205,98.225,-0.005000000000009663,,
2017-06-02,98.27,98.29,98.27,98.27,0.045000000000001705,,
2017-06-05,98.26,98.26,98.255,98.26,-0.009999999999990905,,
2017-06-06,98.27,98.3,98.27,98.27,0.009999999999990905,,
2017-06-07,98.255,98.255,98.245,98.255,-0.015000000000000568,,
2017-06-08,98.245,98.245,98.225,98.245,-0.009999999999990905,,
2017-06-09,98.245,98.245,98.215,98.245,0,,
2017-06-12,98.245,98.255,98.23,98.245,0,,
2017-06-13,98.22,98.22,98.22,98.22,-0.025000000000005684,,
2017-06-14,98.275,98.33,98.275,98.275,0.05500000000000682,,
2017-06-15,98.265,98.265,98.265,98.265,-0.010000000000005116,,
2017-06-16,98.29,98.29,98.29,98.29,0.025000000000005684,,
2017-06-19,98.25,98.25,98.25,98.25,-0.04000000000000625,,
2017-06-20,98.29,98.29,98.29,98.29,0.04000000000000625,,
2017-06-21,98.3,98.3,98.28,98.3,0.009999999999990905,,
2017-06-22,98.33,98.335,98.33,98.33,0.030000000000001137,,
2017-06-23,98.32,98.32,98.32,98.32,-0.010000000000005116,,
2017-06-26,98.305,98.305,98.305,98.305,-0.014999999999986358,,
2017-06-27,98.255,98.255,98.245,98.255,-0.05000000000001137,,
2017-06-28,98.25,98.25,98.23,98.25,-0.0049999999999954525,,
2017-06-29,98.21,98.21,98.195,98.205,-0.045000000000001705,1,1
2017-06-30,98.165,98.165,98.165,98.165,-0.03999999999999204,,1
2017-07-03,98.105,98.105,98.1,98.105,-0.060000000000002274,,1
2017-07-05,98.095,98.11,98.085,98.095,-0.010000000000005116,,1
2017-07-06,98.07,98.07,98.055,98.07,-0.025000000000005684,,1
2017-07-07,98.055,98.055,98.05,98.055,-0.014999999999986358,,1
2017-07-10,98.095,98.1,98.095,98.095,0.03999999999999204,,1
2017-07-11,98.12,98.13,98.08,98.12,0.025000000000005684,,1
2017-07-12,98.175,98.19,98.175,98.175,0.05499999999999261,,1
2017-07-13,98.175,98.175,98.16,98.175,0,,1
2017-07-14,98.2,98.225,98.2,98.2,0.025000000000005684,,1
2017-07-17,98.23,98.23,98.23,98.23,0.030000000000001137,,1
2017-07-18,98.26,98.27,98.26,98.26,0.030000000000001137,,1
2017-07-19,98.26,98.26,98.25,98.26,0,,1
2017-07-20,98.25,98.265,98.245,98.25,-0.010000000000005116,,1
2017-07-21,98.275,98.275,98.275,98.275,0.025000000000005684,,1
2017-07-24,98.255,98.255,98.25,98.255,-0.020000000000010232,,1
2017-07-25,98.19,98.19,98.19,98.19,-0.06499999999999773,,1
2017-07-26,98.25,98.25,98.25,98.25,0.060000000000002274,,1
2017-07-27,98.245,98.245,98.22,98.245,-0.0049999999999954525,,1
2017-07-28,98.27,98.27,98.21,98.27,0.024999999999991473,,1
2017-07-31,98.265,98.265,98.26,98.265,-0.0049999999999954525,,1
2017-08-01,98.285,98.29,98.285,98.285,0.01999999999999602,,1
2017-08-02,98.285,98.3,98.27,98.3,0.015000000000000568,9,10
2017-08-03,98.325,98.325,98.295,98.325,0.025000000000005684,,10
2017-08-04,98.3,98.3,98.3,98.3,-0.025000000000005684,,10
2017-08-07,98.3,98.3,98.3,98.3,0,,10
2017-08-08,98.29,98.29,98.29,98.29,-0.009999999999990905,,10
2017-08-09,98.31,98.31,98.31,98.31,0.01999999999999602,,10
2017-08-10,98.325,98.325,98.325,98.325,0.015000000000000568,,10
2017-08-11,98.38,98.38,98.38,98.38,0.05499999999999261,,10
2017-08-14,98.35,98.35,98.35,98.35,-0.030000000000001137,,10
2017-08-15,98.32,98.32,98.32,98.32,-0.030000000000001137,,10
2017-08-16,98.345,98.345,98.345,98.345,0.025000000000005684,,10
2017-08-17,98.355,98.355,98.355,98.355,0.010000000000005116,,10
2017-08-18,98.36,98.36,98.36,98.36,0.0049999999999954525,,10
2017-08-21,98.38,98.38,98.38,98.38,0.01999999999999602,,10
2017-08-22,98.37,98.37,98.37,98.37,-0.009999999999990905,,10
2017-08-23,98.405,98.405,98.405,98.405,0.03499999999999659,,10
2017-08-24,98.39,98.39,98.39,98.39,-0.015000000000000568,,10
2017-08-25,98.405,98.405,98.37,98.405,0.015000000000000568,,10
2017-08-28,98.425,98.425,98.4,98.425,0.01999999999999602,,10
2017-08-29,98.455,98.48,98.455,98.455,0.030000000000001137,,10
2017-08-30,98.44,98.44,98.43,98.44,-0.015000000000000568,,10
2017-08-31,98.455,98.455,98.455,98.455,0.015000000000000568,,10
2017-09-01,98.43,98.43,98.42,98.43,-0.024999999999991473,,10
2017-09-05,98.515,98.515,98.515,98.515,0.08499999999999375,,10
2017-09-06,98.465,98.465,98.465,98.465,-0.04999999999999716,,10
2017-09-07,98.5,98.515,98.5,98.5,0.03499999999999659,,10
