Time,Open,High,Low,Close,Change,%Chg,Volume,"Open Int"
12/11/2023,95.74,95.795,95.725,95.79,0.01,+0.01%,133,5648
12/08/2023,95.92,95.925,95.75,95.78,-0.185,-0.19%,738,5664
12/07/2023,95.935,95.98,95.88,95.965,0.045,+0.05%,796,5486
12/06/2023,95.955,95.965,95.91,95.92,-0.065,-0.07%,560,5326
12/05/2023,95.935,96.015,95.935,95.985,0.075,+0.08%,1045,5252
12/04/2023,95.93,96,95.885,95.91,-0.085,-0.09%,759,5095
12/01/2023,95.835,96.03,95.785,95.995,0.205,+0.21%,1229,5103
11/30/2023,95.835,95.895,95.76,95.79,-0.07,-0.07%,927,5065
11/29/2023,95.75,95.9,95.75,95.86,0.155,+0.16%,2016,5095
11/28/2023,95.56,95.72,95.53,95.705,0.15,+0.16%,1392,4123
11/27/2023,95.545,95.575,95.485,95.555,0.05,+0.05%,263,3286
11/24/2023,95.56,95.565,95.505,95.505,-0.05,-0.05%,66,3280
11/22/2023,95.635,95.635,95.525,95.555,-0.045,-0.05%,1067,3294
11/21/2023,95.58,95.625,95.57,95.6,0.03,+0.03%,250,2581
11/20/2023,95.59,95.605,95.555,95.57,-0.02,-0.02%,244,2517
11/17/2023,95.655,95.705,95.575,95.59,-0.065,-0.07%,163,2532
11/16/2023,95.61,95.685,95.605,95.655,0.085,+0.09%,248,2542
11/15/2023,95.68,95.695,95.55,95.57,-0.12,-0.13%,971,2497
11/14/2023,95.43,95.7,95.425,95.69,0.26,+0.27%,676,2353
11/13/2023,95.39,95.44,95.385,95.43,0.035,+0.04%,343,2125
11/10/2023,95.475,95.495,95.39,95.395,-0.055,-0.06%,357,2103
11/09/2023,95.51,95.56,95.43,95.45,-0.09,-0.09%,547,2036
11/08/2023,95.55,95.55,95.54,95.54,-0.035,-0.04%,224,1808
11/07/2023,95.55,95.605,95.52,95.575,0.04,+0.04%,221,1781
11/06/2023,95.61,95.61,95.535,95.535,-0.135,-0.14%,365,1811
11/03/2023,95.47,95.705,95.46,95.67,0.18,+0.19%,239,1813
11/02/2023,95.48,95.55,95.455,95.49,0.01,+0.01%,479,1884
11/01/2023,95.345,95.53,95.345,95.48,0.135,+0.14%,1367,1879
10/31/2023,95.415,95.42,95.345,95.345,-0.055,-0.06%,111,1949
10/30/2023,95.385,95.405,95.375,95.4,-0.025,-0.03%,151,1960
10/27/2023,95.38,95.435,95.38,95.425,0.03,+0.03%,139,1927
10/26/2023,95.325,95.415,95.3,95.395,0.08,+0.08%,83,1862
10/25/2023,95.305,95.315,95.3,95.315,-0.055,-0.06%,70,1862
10/24/2023,95.42,95.445,95.345,95.37,-0.04,-0.04%,823,1864
10/23/2023,95.38,95.45,95.325,95.41,0.04,+0.04%,472,1878
10/20/2023,95.34,95.405,95.34,95.37,0.11,+0.12%,236,1996
10/19/2023,95.17,95.275,95.16,95.26,0.05,+0.05%,679,2134
10/18/2023,95.21,95.26,95.185,95.21,-0.02,-0.02%,608,1947
10/17/2023,95.34,95.34,95.205,95.23,-0.125,-0.13%,1282,1979
10/16/2023,95.355,95.355,95.345,95.355,-0.035,-0.04%,154,1724
10/13/2023,95.39,95.43,95.375,95.39,0.005,+0.01%,286,1687
10/12/2023,95.445,95.47,95.355,95.385,-0.07,-0.07%,182,1685
10/11/2023,95.45,95.53,95.44,95.455,-0.045,-0.05%,195,1659
10/10/2023,95.495,95.56,95.455,95.5,-0.04,-0.04%,147,1650
10/09/2023,95.38,95.56,95.38,95.54,0.175,+0.18%,76,1575
10/06/2023,95.425,95.44,95.3,95.365,-0.065,-0.07%,1265,1562
10/05/2023,95.44,95.445,95.38,95.43,0.035,+0.04%,196,1812
10/04/2023,95.27,95.395,95.25,95.395,0.115,+0.12%,474,1812
10/03/2023,95.29,95.335,95.265,95.28,-0.025,-0.03%,2329,1851
10/02/2023,95.31,95.31,95.295,95.305,-0.07,-0.07%,86,560
09/29/2023,95.375,95.415,95.375,95.375,0.025,+0.03%,539,563
09/28/2023,95.29,95.365,95.255,95.35,0.075,+0.08%,600,624
09/27/2023,95.365,95.365,95.255,95.275,-0.06,-0.06%,115,524
09/26/2023,95.335,95.35,95.295,95.335,0.01,+0.01%,159,541
09/25/2023,95.345,95.35,95.31,95.325,0.005,+0.01%,51,515
09/22/2023,95.3,95.37,95.3,95.32,0.01,+0.01%,128,523
09/21/2023,95.31,95.31,95.235,95.31,-0.03,-0.03%,372,512
09/20/2023,95.325,95.44,95.245,95.34,-0.02,-0.02%,367,469
09/19/2023,95.405,95.45,95.36,95.36,-0.085,-0.09%,275,529
09/18/2023,95.445,95.445,95.42,95.445,-0.045,-0.05%,181,687
09/15/2023,95.455,95.49,95.455,95.49,-0.04,-0.04%,101,727
09/14/2023,95.6,95.61,95.515,95.53,-0.04,-0.04%,205,744
09/13/2023,95.57,95.6,95.455,95.57,0.015,+0.02%,173,752
09/12/2023,95.58,95.585,95.53,95.555,-0.03,-0.03%,118,864
09/11/2023,95.57,95.595,95.57,95.585,-0.005,-0.01%,148,887
09/08/2023,95.64,95.675,95.585,95.59,-0.05,-0.05%,20,880
09/07/2023,95.625,95.645,95.53,95.64,0.09,+0.09%,156,874
09/06/2023,95.55,95.55,95.55,95.55,-0.075,-0.08%,236,770
09/05/2023,95.675,95.675,95.625,95.625,-0.15,-0.16%,473,836
09/01/2023,95.775,95.9,95.74,95.775,-0.015,-0.02%,102,645
08/31/2023,95.73,95.79,95.72,95.79,0.03,+0.03%,3,592
08/30/2023,95.76,95.805,95.685,95.76,0.03,+0.03%,11,589
08/29/2023,95.61,95.75,95.565,95.73,0.145,+0.15%,38,589
08/28/2023,95.535,95.595,95.535,95.585,-0.005,-0.01%,172,555
08/25/2023,95.575,95.59,95.55,95.59,-0.055,-0.06%,86,604
08/24/2023,95.645,95.645,95.64,95.645,-0.075,-0.08%,233,632
08/23/2023,95.615,95.75,95.6,95.72,0.105,+0.11%,66,656
08/22/2023,95.615,95.615,95.6,95.615,-0.06,-0.06%,64,672
08/21/2023,95.67,95.675,95.65,95.675,-0.06,-0.06%,46,689
08/18/2023,95.735,95.775,95.735,95.735,0.025,+0.03%,0,698
08/17/2023,95.72,95.75,95.66,95.71,0,0.00%,166,698
08/16/2023,95.8,95.815,95.69,95.71,-0.03,-0.03%,164,727
08/15/2023,95.74,95.8,95.645,95.74,0,0.00%,206,778
08/14/2023,95.74,95.74,95.72,95.74,-0.095,-0.10%,112,868
08/11/2023,95.835,95.835,95.825,95.835,-0.11,-0.11%,426,953
08/10/2023,95.935,96.07,95.905,95.945,-0.03,-0.03%,29,960
08/09/2023,96,96.045,95.97,95.975,-0.05,-0.05%,60,976
08/08/2023,96.045,96.06,96,96.025,0.01,+0.01%,93,984
08/07/2023,95.93,96.02,95.9,96.015,0.055,+0.06%,86,938
08/04/2023,95.805,95.99,95.775,95.96,0.12,+0.13%,100,917
08/03/2023,95.81,95.87,95.8,95.84,-0.02,-0.02%,312,917
08/02/2023,95.825,95.885,95.8,95.86,0.06,+0.06%,111,861
08/01/2023,95.8,95.865,95.795,95.8,-0.025,-0.03%,11,849
07/31/2023,95.82,95.86,95.79,95.825,0.03,+0.03%,92,839
07/28/2023,95.855,95.89,95.795,95.795,0.03,+0.03%,225,775
07/27/2023,95.91,95.91,95.765,95.765,-0.175,-0.18%,209,675
07/26/2023,95.86,95.95,95.85,95.94,0.075,+0.08%,438,619
07/25/2023,95.865,95.865,95.835,95.865,-0.055,-0.06%,80,411
07/24/2023,95.97,96,95.89,95.92,-0.05,-0.05%,50,394
07/21/2023,95.97,95.97,95.97,95.97,-0.03,-0.03%,0,401
07/20/2023,95.96,96,95.96,96,-0.105,-0.11%,63,401
07/19/2023,96.105,96.105,96.105,96.105,0,0.00%,255,401
07/18/2023,96.105,96.105,96.105,96.105,-0.02,-0.02%,397,433
07/17/2023,96.125,96.125,96.125,96.125,0.01,+0.01%,0,72
07/14/2023,96.115,96.115,96.115,96.115,-0.18,-0.19%,26,72
07/13/2023,96.295,96.295,96.295,96.295,0.195,+0.20%,222,72
07/12/2023,96.1,96.1,96.1,96.1,0.22,+0.23%,4,62
07/11/2023,95.88,95.88,95.88,95.88,-0.035,-0.04%,5,62
07/10/2023,95.915,95.915,95.915,95.915,0.1,+0.10%,51,62
07/07/2023,95.815,95.815,95.815,95.815,0.095,+0.10%,0,29
07/06/2023,95.72,95.72,95.72,95.72,-0.065,-0.07%,26,29
07/05/2023,95.785,95.785,95.785,95.785,-0.05,-0.05%,35,19
07/03/2023,95.835,95.835,95.835,95.835,-0.08,-0.08%,0,23
06/30/2023,95.915,95.915,95.915,95.915,-0.025,-0.03%,72,23
06/29/2023,95.94,95.94,95.94,95.94,-0.16,-0.17%,0,4
06/28/2023,96.1,96.1,96.1,96.1,0.06,+0.06%,0,4
06/27/2023,96.04,96.04,96.04,96.04,-0.105,-0.11%,0,4
06/26/2023,96.145,96.145,96.145,96.145,0,0.00%,0,4
06/23/2023,96.145,96.145,96.145,96.145,0.05,+0.05%,9,4
06/22/2023,96.095,96.095,96.095,96.095,-0.13,-0.14%,0,8
06/21/2023,96.225,96.225,96.225,96.225,0.005,+0.01%,0,8
06/20/2023,96.22,96.22,96.22,96.22,0.035,+0.04%,6,8
06/16/2023,96.185,96.185,96.185,96.185,-0.09,-0.09%,0,3
06/15/2023,96.275,96.275,96.275,96.275,0.06,+0.06%,0,3
06/14/2023,96.215,96.215,96.215,96.215,0.005,+0.01%,0,3
06/13/2023,96.21,96.21,96.21,96.21,-0.155,-0.16%,0,3
06/12/2023,96.365,96.365,96.365,96.365,0.03,+0.03%,0,3
06/09/2023,96.335,96.335,96.335,96.335,-0.11,-0.11%,0,3
06/08/2023,96.445,96.445,96.445,96.445,0.025,+0.03%,0,3
06/07/2023,96.42,96.42,96.42,96.42,-0.09,-0.09%,0,3
06/06/2023,96.51,96.51,96.51,96.51,-0.09,-0.09%,0,3
06/05/2023,96.6,96.6,96.6,96.6,0.055,+0.06%,0,3
06/02/2023,96.545,96.545,96.545,96.545,-0.225,-0.23%,0,3
06/01/2023,96.7,96.77,96.7,96.77,0.09,+0.09%,1,3
05/31/2023,96.7,96.7,96.68,96.68,0.115,+0.12%,1,5
05/30/2023,96.565,96.565,96.565,96.565,0.18,+0.19%,0,5
05/26/2023,96.385,96.385,96.385,96.385,-0.115,-0.12%,0,5
05/25/2023,96.5,96.5,96.5,96.5,-0.17,-0.18%,0,5
05/24/2023,96.67,96.67,96.67,96.67,-0.025,-0.03%,1,5
05/23/2023,96.695,96.695,96.695,96.695,0,0.00%,0,5
05/22/2023,96.695,96.695,96.695,96.695,-0.04,-0.04%,0,5
05/19/2023,96.7,96.8,96.7,96.735,-0.035,-0.04%,1,5
05/18/2023,96.77,96.77,96.77,96.77,-0.165,-0.17%,0,5
05/17/2023,96.935,96.935,96.935,96.935,-0.075,-0.08%,0,5
05/16/2023,97.01,97.075,97.01,97.01,-0.055,-0.06%,0,5
05/15/2023,97.065,97.065,97.065,97.065,-0.005,-0.01%,0,5
05/12/2023,97.07,97.07,97.07,97.07,-0.11,-0.11%,0,5
05/11/2023,97.18,97.18,97.18,97.18,-0.005,-0.01%,0,5
05/10/2023,97.185,97.185,97.185,97.185,0.16,+0.16%,0,5
05/09/2023,97.025,97.025,97.025,97.025,0.025,+0.03%,0,5
05/08/2023,97,97,97,97,-0.1,-0.10%,0,5
05/05/2023,97.1,97.1,97.1,97.1,-0.28,-0.29%,0,5
05/04/2023,97.38,97.38,97.38,97.38,0.225,+0.23%,0,5
05/03/2023,97.155,97.155,97.155,97.155,0.09,+0.09%,0,5
05/02/2023,97.065,97.065,97.065,97.065,0.195,+0.20%,0,5
05/01/2023,96.87,96.87,96.87,96.87,-0.095,-0.10%,0,5
04/28/2023,96.965,96.965,96.965,96.965,0.025,+0.03%,0,5
04/27/2023,96.94,96.94,96.94,96.94,-0.19,-0.20%,0,5
04/26/2023,97.13,97.13,97.13,97.13,-0.035,-0.04%,0,5
04/25/2023,97.165,97.165,97.165,97.165,0.28,+0.29%,0,5
04/24/2023,96.885,96.885,96.885,96.885,0.055,+0.06%,0,5
04/21/2023,96.83,96.855,96.83,96.83,-0.005,-0.01%,0,5
04/20/2023,96.835,96.835,96.835,96.835,0.135,+0.14%,0,5
04/19/2023,96.7,96.7,96.7,96.7,0,0.00%,0,5
04/18/2023,96.7,96.7,96.7,96.7,0,0.00%,0,5
04/17/2023,96.7,96.7,96.7,96.7,-0.115,-0.12%,0,5
04/14/2023,96.815,96.99,96.815,96.815,-0.15,-0.15%,0,5
04/13/2023,96.965,97.045,96.965,96.965,0.005,+0.01%,0,5
04/12/2023,96.96,97.04,96.96,96.96,0.105,+0.11%,0,5
04/11/2023,96.855,96.97,96.855,96.855,-0.05,-0.05%,0,5
04/10/2023,96.905,96.995,96.905,96.905,-0.01,-0.01%,0,5
04/07/2023,96.915,96.915,96.915,96.915,-0.19,-0.20%,0,5
04/06/2023,97.105,97.105,97.105,97.105,-0.105,-0.11%,0,5
04/05/2023,97.21,97.21,97.21,97.21,0.095,+0.10%,0,5
04/04/2023,97.115,97.115,97.115,97.115,0.2,+0.21%,0,5
04/03/2023,96.915,96.915,96.915,96.915,0.165,+0.17%,0,5
03/31/2023,96.75,96.835,96.75,96.75,0.065,+0.07%,2,5
03/30/2023,96.685,96.735,96.685,96.685,-0.025,-0.03%,0,3
03/29/2023,96.71,96.71,96.71,96.71,-0.02,-0.02%,0,3
03/28/2023,96.9,96.9,96.73,96.73,-0.14,-0.14%,1,3
03/27/2023,96.95,96.95,96.87,96.87,-0.265,-0.27%,1,3
03/24/2023,97.135,97.135,97.135,97.135,-0.165,-0.17%,0,4
03/23/2023,97.3,97.3,97.3,97.3,0.13,+0.13%,0,4
03/22/2023,97.17,97.17,97.17,97.17,0.275,+0.28%,0,4
03/21/2023,96.895,96.895,96.895,96.895,-0.28,-0.29%,0,4
03/20/2023,97.175,97.175,97.175,97.175,-0.075,-0.08%,0,4
03/17/2023,97.25,97.25,97.25,97.25,0.08,+0.08%,1,4
03/16/2023,96.95,97.17,96.89,97.17,-0.09,-0.09%,1,3
03/15/2023,97.26,97.26,97.26,97.26,0.16,+0.16%,0,3
03/14/2023,97.33,97.33,97,97.1,-0.35,-0.36%,6,3
03/13/2023,96.95,97.45,96.95,97.45,1,+1.04%,1,2
03/10/2023,96.45,96.45,96.45,96.45,0.44,+0.46%,0,1
