"Symbol: ZQJ17",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2014-04-30,97.84,97.84,97.84,97.84,0,,
2014-05-01,97.875,97.875,97.875,97.875,0.03499999999999659,,
2014-05-02,97.835,97.835,97.835,97.835,-0.04000000000000625,,
2014-05-05,97.835,97.835,97.835,97.835,0,,
2014-05-06,97.835,97.835,97.835,97.835,0,,
2014-05-07,97.875,97.875,97.875,97.875,0.04000000000000625,,
2014-05-08,97.935,97.935,97.935,97.935,0.060000000000002274,,
2014-05-09,97.925,97.925,97.925,97.925,-0.010000000000005116,,
2014-05-12,97.88,97.88,97.88,97.88,-0.045000000000001705,,
2014-05-13,97.895,97.895,97.895,97.895,0.015000000000000568,,
2014-05-14,97.97,97.97,97.97,97.97,0.07500000000000284,,
2014-05-15,97.995,97.995,97.995,97.995,0.025000000000005684,,
2014-05-16,97.99,97.99,97.99,97.99,-0.005000000000009663,,
2014-05-19,98.045,98.045,98.045,98.045,0.05500000000000682,,
2014-05-20,98.105,98.105,98.105,98.105,0.060000000000002274,,
2014-05-21,98.105,98.105,98.105,98.105,0,,
2014-05-22,98.09,98.09,98.09,98.09,-0.015000000000000568,,
2014-05-23,98.095,98.095,98.095,98.095,0.0049999999999954525,,
2014-05-27,98.12,98.12,98.12,98.12,0.025000000000005684,,
2014-05-28,98.2,98.2,98.2,98.2,0.0799999999999983,,
2014-05-29,98.185,98.185,98.185,98.185,-0.015000000000000568,,
2014-05-30,98.135,98.135,98.135,98.135,-0.04999999999999716,,
2014-06-02,98.055,98.055,98.055,98.055,-0.0799999999999983,,
2014-06-03,98,98,98,98,-0.05500000000000682,,
2014-06-04,98,98,98,98,0,,
2014-06-05,98.03,98.03,98.03,98.03,0.030000000000001137,,
2014-06-06,97.985,97.985,97.985,97.985,-0.045000000000001705,,
2014-06-09,97.935,97.935,97.935,97.935,-0.04999999999999716,,
2014-06-10,97.9,97.9,97.9,97.9,-0.03499999999999659,,
2014-06-11,97.915,97.915,97.915,97.915,0.015000000000000568,,
2014-06-12,97.955,97.955,97.955,97.955,0.03999999999999204,,
2014-06-13,97.925,97.925,97.925,97.925,-0.030000000000001137,,
2014-06-16,97.905,97.905,97.905,97.905,-0.01999999999999602,,
2014-06-17,97.855,97.855,97.855,97.855,-0.04999999999999716,,
2014-06-18,97.855,97.855,97.855,97.855,0,,
2014-06-19,97.895,97.895,97.895,97.895,0.03999999999999204,,
2014-06-20,97.895,97.895,97.895,97.895,0,,
2014-06-23,97.895,97.895,97.895,97.895,0,,
2014-06-24,97.9,97.9,97.9,97.9,0.005000000000009663,,
2014-06-25,97.94,97.94,97.94,97.94,0.03999999999999204,,
2014-06-26,97.995,97.995,97.995,97.995,0.05500000000000682,,
2014-06-27,98.015,98.015,98.015,98.015,0.01999999999999602,,
2014-06-30,98.035,98.035,98.035,98.035,0.01999999999999602,,
2014-07-01,98,98,98,98,-0.03499999999999659,,
2014-07-02,97.94,97.94,97.94,97.94,-0.060000000000002274,,
2014-07-03,97.88,97.88,97.88,97.88,-0.060000000000002274,,
2014-07-07,97.87,97.87,97.87,97.87,-0.009999999999990905,,
2014-07-08,97.915,97.915,97.915,97.915,0.045000000000001705,,
2014-07-09,97.97,97.97,97.97,97.97,0.05499999999999261,,
2014-07-10,98.01,98.01,98.01,98.01,0.04000000000000625,,
2014-07-11,98.035,98.035,98.035,98.035,0.024999999999991473,,
2014-07-14,97.99,97.99,97.99,97.99,-0.045000000000001705,,
2014-07-15,97.935,97.935,97.935,97.935,-0.05499999999999261,,
2014-07-16,97.905,97.905,97.905,97.905,-0.030000000000001137,,
2014-07-17,97.96,97.96,97.96,97.96,0.05499999999999261,,
2014-07-18,97.94,97.94,97.94,97.94,-0.01999999999999602,,
2014-07-21,97.91,97.91,97.91,97.91,-0.030000000000001137,,
2014-07-22,97.94,97.94,97.94,97.94,0.030000000000001137,,
2014-07-23,97.97,97.97,97.97,97.97,0.030000000000001137,,
