Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
08/16/2024,96.715,96.745,96.685,96.73,0.035,+0.04%,1,0
08/15/2024,96.695,96.695,96.695,96.695,-0.205,-0.21%,1,9
08/14/2024,96.9,96.9,96.89,96.9,-0.01,-0.01%,1,8
08/13/2024,96.91,96.91,96.8,96.91,0.105,+0.11%,1,9
08/12/2024,96.805,96.805,96.755,96.805,0.04,+0.04%,0,10
08/09/2024,96.765,96.765,96.765,96.765,-0.005,-0.01%,1,10
08/08/2024,96.77,96.77,96.77,96.77,-0.045,-0.05%,0,11
08/07/2024,96.815,96.815,96.815,96.815,0,0.00%,0,11
08/06/2024,96.815,96.815,96.815,96.815,-0.13,-0.13%,0,11
08/05/2024,96.945,96.945,96.945,96.945,-0.05,-0.05%,0,11
08/02/2024,96.995,96.995,96.995,96.995,0.325,+0.34%,0,11
08/01/2024,96.53,96.67,96.53,96.67,0.23,+0.24%,3,11
07/31/2024,96.44,96.44,96.44,96.44,0.035,+0.04%,0,8
07/30/2024,96.405,96.405,96.405,96.405,0.03,+0.03%,0,8
07/29/2024,96.375,96.375,96.375,96.375,0,0.00%,0,8
07/26/2024,96.32,96.375,96.32,96.375,0.055,+0.06%,4,8
07/25/2024,96.32,96.32,96.32,96.32,-0.025,-0.03%,0,4
07/24/2024,96.345,96.345,96.345,96.345,0.045,+0.05%,0,4
07/23/2024,96.3,96.3,96.3,96.3,0.035,+0.04%,0,4
07/22/2024,96.265,96.265,96.265,96.265,-0.02,-0.02%,0,4
07/19/2024,96.285,96.285,96.285,96.285,-0.05,-0.05%,0,4
07/18/2024,96.335,96.335,96.335,96.335,-0.025,-0.03%,0,4
07/17/2024,96.36,96.36,96.36,96.36,0.01,+0.01%,0,4
07/16/2024,96.35,96.35,96.35,96.35,-0.025,-0.03%,0,4
07/15/2024,96.375,96.375,96.375,96.375,0.03,+0.03%,0,4
07/12/2024,96.345,96.345,96.345,96.345,0.055,+0.06%,0,4
07/11/2024,96.29,96.29,96.29,96.29,0.165,+0.17%,0,4
07/10/2024,96.2,96.2,96.125,96.125,0.02,+0.02%,4,4
07/09/2024,96.105,96.105,96.105,96.105,-0.01,-0.01%,0,2
07/08/2024,96.115,96.115,96.115,96.115,-0.01,-0.01%,0,2
