"Symbol: ZQV20",,,,,,"Study: VOL (LikeMain)",
"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2017-10-31,98.045,98.045,98.045,98.045,0,,
2017-11-01,98.01,98.01,98,98.01,-0.03499999999999659,,
2017-11-02,98.035,98.045,98.035,98.035,0.024999999999991473,,
2017-11-03,98.035,98.055,98.015,98.035,0,,
2017-11-06,98.055,98.055,98.045,98.055,0.020000000000010232,12,12
2017-11-07,98.06,98.06,98.06,98.06,0.0049999999999954525,,12
2017-11-08,98.065,98.07,98.065,98.065,0.0049999999999954525,,12
2017-11-09,98.07,98.07,98.05,98.07,0.0049999999999954525,,12
2017-11-10,98.015,98.015,98.015,98.015,-0.05499999999999261,,12
2017-11-13,98,98,98,98,-0.015000000000000568,,12
2017-11-14,98.01,98.015,97.99,98.01,0.010000000000005116,,12
2017-11-15,98.045,98.055,98.045,98.045,0.03499999999999659,,12
2017-11-16,97.99,98.015,97.99,98.01,-0.03499999999999659,2,12
2017-11-17,98.02,98.025,98.005,98.02,0.009999999999990905,,12
2017-11-20,97.995,98.025,97.99,97.995,-0.024999999999991473,,12
2017-11-21,97.975,97.975,97.975,97.975,-0.020000000000010232,,12
2017-11-22,98.035,98.035,98.035,98.035,0.060000000000002274,,12
2017-11-24,98.025,98.025,98.02,98.025,-0.009999999999990905,,12
2017-11-27,98.035,98.04,98.015,98.035,0.009999999999990905,,12
2017-11-28,98.025,98.05,98.025,98.025,-0.009999999999990905,,12
2017-11-29,98,98,97.98,98,-0.025000000000005684,,12
2017-11-30,97.945,97.945,97.945,97.945,-0.05500000000000682,,12
2017-12-01,97.965,97.965,97.965,97.965,0.020000000000010232,,12
2017-12-04,97.92,97.935,97.92,97.935,-0.030000000000001137,8,12
2017-12-05,97.945,97.945,97.92,97.945,0.009999999999990905,,12
2017-12-06,97.995,97.995,97.98,97.98,0.0350000000000108,10,12
2017-12-07,97.955,97.985,97.955,97.955,-0.025000000000005684,,12
2017-12-08,97.965,97.975,97.95,97.965,0.010000000000005116,,12
2017-12-11,97.955,97.955,97.945,97.945,-0.020000000000010232,7,12
2017-12-12,97.93,97.93,97.915,97.93,-0.014999999999986358,,12
2017-12-13,97.99,97.99,97.91,97.99,0.05999999999998806,,12
2017-12-14,97.975,97.975,97.95,97.975,-0.015000000000000568,,12
2017-12-15,97.96,97.96,97.95,97.96,-0.015000000000000568,,12
2017-12-18,97.95,97.95,97.95,97.95,-0.009999999999990905,,12
2017-12-19,97.905,97.905,97.895,97.905,-0.045000000000001705,,12
2017-12-20,97.89,97.89,97.885,97.89,-0.015000000000000568,,12
2017-12-21,97.885,97.895,97.875,97.885,-0.0049999999999954525,,12
2017-12-22,97.87,97.87,97.87,97.87,-0.015000000000000568,,12
2017-12-26,97.875,97.875,97.875,97.875,0.0049999999999954525,,12
2017-12-27,97.905,97.905,97.905,97.905,0.030000000000001137,,12
2017-12-28,97.885,97.885,97.885,97.885,-0.01999999999999602,6,12
2017-12-29,97.89,97.91,97.89,97.905,0.01999999999999602,7,12
2018-01-02,97.87,97.87,97.865,97.87,-0.03499999999999659,,12
2018-01-03,97.85,97.885,97.85,97.87,0,5,12
2018-01-04,97.82,97.835,97.82,97.835,-0.0350000000000108,8,19
2018-01-05,97.815,97.85,97.815,97.815,-0.01999999999999602,,19
2018-01-08,97.82,97.825,97.82,97.82,0.0049999999999954525,,19
2018-01-09,97.79,97.825,97.79,97.79,-0.029999999999986926,,19
2018-01-10,97.79,97.79,97.76,97.79,0,,19
2018-01-11,97.79,97.795,97.775,97.79,0,,19
2018-01-12,97.75,97.75,97.725,97.75,-0.04000000000000625,,19
2018-01-16,97.74,97.755,97.74,97.74,-0.010000000000005116,,19
2018-01-17,97.7,97.7,97.695,97.7,-0.03999999999999204,,19
2018-01-18,97.69,97.69,97.67,97.69,-0.010000000000005116,,19
2018-01-19,97.64,97.64,97.635,97.64,-0.04999999999999716,,19
2018-01-22,97.625,97.625,97.6,97.6,-0.04000000000000625,10,29
2018-01-23,97.65,97.65,97.65,97.65,0.05000000000001137,,29
2018-01-24,97.63,97.63,97.625,97.63,-0.020000000000010232,,29
2018-01-25,97.64,97.65,97.59,97.64,0.010000000000005116,,29
2018-01-26,97.595,97.595,97.59,97.595,-0.045000000000001705,,29
2018-01-29,97.565,97.565,97.55,97.565,-0.030000000000001137,,29
2018-01-30,97.56,97.56,97.555,97.56,-0.0049999999999954525,,29
2018-01-31,97.55,97.555,97.505,97.535,-0.025000000000005684,10,39
2018-02-01,97.48,97.48,97.46,97.48,-0.05499999999999261,,39
2018-02-02,97.405,97.435,97.405,97.425,-0.05500000000000682,5,44
2018-02-05,97.545,97.64,97.545,97.545,0.12000000000000455,,44
2018-02-06,97.56,97.6,97.56,97.56,0.015000000000000568,,44
2018-02-07,97.525,97.575,97.51,97.525,-0.03499999999999659,,44
2018-02-08,97.555,97.59,97.48,97.555,0.030000000000001137,,44
2018-02-09,97.63,97.675,97.63,97.63,0.07499999999998863,,44
2018-02-12,97.59,97.59,97.575,97.59,-0.03999999999999204,,44
2018-02-13,97.585,97.605,97.575,97.585,-0.005000000000009663,,44
2018-02-14,97.48,97.59,97.47,97.48,-0.10499999999998977,,44
2018-02-15,97.485,97.49,97.445,97.485,0.0049999999999954525,,44
2018-02-16,97.505,97.52,97.505,97.505,0.01999999999999602,,44
2018-02-20,97.48,97.48,97.445,97.48,-0.024999999999991473,,44
2018-02-21,97.42,97.42,97.395,97.42,-0.060000000000002274,,44
2018-02-22,97.455,97.455,97.455,97.455,0.03499999999999659,,44
2018-02-23,97.49,97.5,97.49,97.49,0.03499999999999659,50,44
2018-02-26,97.505,97.535,97.505,97.505,0.015000000000000568,,44
2018-02-27,97.43,97.43,97.42,97.43,-0.07499999999998863,,44
2018-02-28,97.455,97.455,97.455,97.455,0.024999999999991473,,44
2018-03-01,97.535,97.54,97.535,97.535,0.0799999999999983,,44
2018-03-02,97.47,97.47,97.465,97.47,-0.06499999999999773,,44
2018-03-05,97.455,97.515,97.45,97.455,-0.015000000000000568,,44
2018-03-06,97.445,97.465,97.435,97.445,-0.010000000000005116,,44
2018-03-07,97.47,97.47,97.44,97.44,-0.0049999999999954525,39,67
2018-03-08,97.45,97.47,97.435,97.45,0.010000000000005116,,67
2018-03-09,97.42,97.455,97.415,97.43,-0.01999999999999602,2,69
2018-03-12,97.445,97.445,97.425,97.445,0.014999999999986358,,69
2018-03-13,97.47,97.475,97.47,97.47,0.025000000000005684,,69
2018-03-14,97.495,97.51,97.46,97.495,0.025000000000005684,,69
2018-03-15,97.5,97.505,97.455,97.455,-0.04000000000000625,22,66
2018-03-16,97.44,97.44,97.435,97.44,-0.015000000000000568,,66
2018-03-19,97.43,97.455,97.425,97.43,-0.009999999999990905,,66
2018-03-20,97.395,97.395,97.385,97.395,-0.0350000000000108,,66
2018-03-21,97.335,97.335,97.3,97.335,-0.060000000000002274,,66
2018-03-22,97.405,97.435,97.405,97.405,0.07000000000000739,,66
2018-03-23,97.43,97.435,97.395,97.43,0.025000000000005684,,66
2018-03-26,97.42,97.42,97.405,97.42,-0.010000000000005116,,66
2018-03-27,97.47,97.47,97.47,97.47,0.04999999999999716,,66
