Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
08/16/2024,96.405,96.48,96.39,96.44,0.04,+0.04%,3492,0
08/15/2024,96.59,96.605,96.395,96.4,-0.205,-0.21%,3282,10134
08/14/2024,96.63,96.705,96.56,96.605,-0.01,-0.01%,5988,10128
08/13/2024,96.5,96.63,96.49,96.615,0.105,+0.11%,2076,11190
08/12/2024,96.45,96.525,96.44,96.51,0.035,+0.04%,4612,11869
08/09/2024,96.495,96.52,96.46,96.475,-0.02,-0.02%,27310,14051
08/08/2024,96.595,96.645,96.44,96.495,-0.05,-0.05%,2883,5984
08/07/2024,96.56,96.585,96.48,96.545,0.005,+0.01%,4940,6401
08/06/2024,96.62,96.655,96.485,96.54,-0.14,-0.14%,3560,6317
08/05/2024,96.695,96.96,96.6,96.68,-0.04,-0.04%,3332,5867
08/02/2024,96.35,96.725,96.33,96.72,0.385,+0.40%,7159,5378
08/01/2024,96.19,96.365,96.15,96.335,0.225,+0.23%,2842,5278
07/31/2024,96.07,96.2,96.04,96.11,0.035,+0.04%,2284,5237
07/30/2024,96.025,96.085,96.02,96.075,0.03,+0.03%,1575,5158
07/29/2024,96.06,96.08,96.03,96.045,0,0.00%,1958,5104
07/26/2024,96.01,96.065,95.98,96.045,0.04,+0.04%,1801,5114
07/25/2024,96.02,96.13,96,96.005,-0.025,-0.03%,1750,4968
07/24/2024,95.97,96.075,95.97,96.03,0.045,+0.05%,1749,4983
07/23/2024,95.95,95.995,95.945,95.985,0.035,+0.04%,1153,5054
07/22/2024,95.98,95.98,95.93,95.95,-0.02,-0.02%,1443,4934
07/19/2024,96.005,96.02,95.96,95.97,-0.045,-0.05%,911,5081
07/18/2024,96.04,96.045,96,96.015,-0.025,-0.03%,1632,5174
07/17/2024,96.06,96.065,96,96.04,0.005,+0.01%,906,5179
07/16/2024,96.045,96.09,96.005,96.035,-0.005,-0.01%,1191,5215
07/15/2024,96,96.09,95.985,96.04,0.03,+0.03%,1787,5193
07/12/2024,95.965,96.02,95.93,96.01,0.045,+0.05%,859,5273
07/11/2024,95.815,95.985,95.79,95.965,0.16,+0.17%,3612,5098
